balance_0,balance_1,balance_2,GROUP
131.92395830346206,151.29310410896392,232.51720518840762,1.0
54.94204484031085,170.960482993115,399.5775016046339,3.0
205.64922443099152,454.5435810503618,686.6768788517498,2.0
117.89645119968534,257.30478807392774,299.92518822544963,1.0
136.80394746896783,234.8864058620924,431.4941379092892,3.0
183.54549360482227,193.02673429276425,225.36736453891592,4.0
10.342483502743807,117.08641682823848,265.0452651533421,3.0
113.98538974756683,359.38135767204193,463.2237142933633,3.0
52.6996882721588,186.81130617226842,349.46090978464434,3.0
81.03628423825174,288.83758561216126,485.0280872561299,3.0
227.76007449565932,436.9306700995286,642.6541613815781,3.0
114.98248354383193,347.9579625628014,402.0212775166879,2.0
34.090789778046606,172.0489523172337,228.0114281008691,3.0
71.05472715657906,278.61447894626,342.264611574739,3.0
68.91647776963116,230.1931318997008,468.6526943779512,2.0
219.98044279696768,423.34177833161607,490.2458315344495,1.0
139.59481563411885,221.12290918804283,395.6527243621747,3.0
48.633555888572566,148.09707371571156,376.0246508800654,3.0
94.30917014289342,130.10573511372502,354.4304687761124,3.0
44.30186280011686,51.27773573414693,114.82094299878334,2.0
157.57555887249364,176.48563835156236,358.3718363918425,2.0
103.4877517500201,267.1536975782368,411.8306301641601,3.0
82.33052571103194,217.79843074217163,387.53922778805213,3.0
197.01392099622873,445.3399380474994,604.8111329563858,4.0
239.7661296174027,412.89604297361484,455.5912656102967,1.0
159.40513400686456,192.21195676538025,296.74565299281136,3.0
204.50862035568227,215.66754036760372,330.14337903967873,2.0
222.44857141017522,275.1090941858657,322.2619842229869,3.0
200.98263830184297,450.86520226408516,470.045128668161,2.0
49.90873585127907,266.2874601143445,298.3206084849917,2.0
50.850925905561986,241.27633356796645,354.82700039232833,1.0
77.89929038038676,143.61118112288227,263.6224881052618,1.0
208.2942278169089,276.2780051849129,307.02289258222726,2.0
13.848184261204528,190.87097904393812,361.2262815941325,1.0
106.81165069017258,317.33446621894524,397.95093834356544,3.0
211.46773177427556,348.18674628160534,557.1585405985895,4.0
184.17721607612225,220.9972414513736,435.56816030858107,1.0
218.13235239413697,443.6050954072899,474.19334806083793,4.0
124.53938741289987,186.2322440933164,194.8238516627442,1.0
183.96645667520406,402.7217652524896,543.789429685186,2.0
85.36499439823235,142.97060801031907,230.46441936137626,2.0
217.03465556593562,358.0665886959999,512.8802662821789,2.0
134.47828732234657,320.6068045897024,503.0967109909937,2.0
81.54643667297059,154.3994194347315,206.01335887238767,4.0
214.41904886224734,412.2166501963245,461.92159348143616,4.0
155.61438708628307,277.68214315874553,500.7489828790713,2.0
221.3180834635464,366.4597571772906,423.92021727191127,3.0
186.63565385389543,325.0437463284289,552.6904089890146,2.0
75.30167735855782,287.98732776405643,391.6449189572136,4.0
187.23746226095463,242.67740336982877,473.53858161013255,1.0
18.49037701751191,169.29948850985522,397.4287541283443,4.0
121.06451059385847,278.3920475251791,367.15934466176344,1.0
61.894320246722636,100.06124448823756,330.9374750241626,2.0
22.74164838256333,242.1789125570533,397.10806502583534,4.0
112.20530355627297,168.44601207097142,215.82458146384732,1.0
203.18480782556614,434.41877916572184,620.9093268603152,2.0
190.46793355988706,314.9499915285778,410.8996412310149,1.0
199.54554993655438,206.19395251577055,321.0039157348713,1.0
146.9834176801444,198.91579355179192,406.01521601146703,1.0
206.00510076555312,279.8821274638326,406.3000044908991,3.0
27.471257863654643,245.44213675938727,302.81234281170697,1.0
62.548303125508596,118.31995589725852,318.82373788255563,2.0
166.69322458812638,214.7005450580718,336.1446949652981,1.0
124.2554826566271,180.07644110729055,418.24468823474274,2.0
156.7580497387893,248.59195082362197,459.1716328288863,1.0
66.95742912460653,299.04239983364795,370.83297148321725,3.0
217.9165086435093,465.6490634767376,524.5651118204813,2.0
51.28356450825315,195.79997986133185,302.5516979087954,3.0
225.41777175211217,303.07186307156593,379.018715635885,1.0
51.84252455384519,110.0658338397289,126.39432595162756,3.0
61.68203520404836,124.30989319453518,171.52112573275681,2.0
191.55139907874826,415.2086267605956,613.9613969496587,1.0
148.46632362102014,182.0889652256769,236.08389119674158,4.0
67.84175893385552,275.6032319179353,408.7907950727041,1.0
59.89644500467113,303.48514241926637,370.79727476024544,3.0
49.037425705523525,181.99536489490575,334.80722409509707,4.0
111.8628698749266,122.9636169102895,255.02909194544523,2.0
231.09345841812623,336.62376285949523,459.55176412374533,1.0
148.16842560523372,316.09619634625915,426.16049490608214,2.0
245.65565210363403,333.2007282419575,534.5707087509645,2.0
31.201829795174557,142.4525447852674,312.4895712676294,4.0
175.99976624194346,241.64320095344203,334.0835378667019,3.0
51.2541480032577,82.00432860607111,229.46601315468587,1.0
115.66521948086049,356.5235690143902,506.7587397476983,4.0
162.1979657443139,301.5588588508262,544.4672950200277,3.0
50.62616383831452,154.47883896846764,349.12035938767764,2.0
148.71751419328922,222.75356566898603,268.5197300046523,2.0
140.08115962285328,291.822806616921,338.5820086455306,4.0
163.69160883428114,392.93154898815106,633.5873721732996,2.0
203.9853373271337,269.12770622203857,292.1786685199747,3.0
229.91488478943526,354.19738557996783,418.9134335205253,1.0
140.5473197797199,376.54393718037227,585.0107751169105,1.0
222.7879833919453,342.84371057937926,378.81835264189993,3.0
134.96994367027614,332.0754143099562,391.2135938970896,3.0
150.65448230144042,357.7385788139154,563.5731310720549,3.0
149.47623321145696,215.28369352376993,332.059076895026,1.0
154.771617878067,375.2544821094674,511.28240767110395,3.0
144.71994834769464,165.33821039189104,343.55804042923427,1.0
227.92156828507572,315.0887574731127,349.81365477448844,4.0
233.26157348497142,256.1808807637178,383.64241414467267,1.0
12.07392794309165,109.76713500819055,312.7877164502594,1.0
10.856069814578408,146.0968828296669,266.9588225067564,4.0
232.00664372122637,471.1649664917489,633.8962716045456,1.0
219.4775570508579,268.70831665505006,411.75674038453576,1.0
224.06400559704366,361.5822533091238,565.178710711171,2.0
147.34115737313428,153.22651979258788,167.41480165732128,1.0
173.28434307129484,228.08896513813056,377.3879106960656,3.0
226.61539547740995,458.09516792585384,701.1480795094193,1.0
62.57377957715216,149.52517271357513,193.14325517017159,3.0
234.02736969442066,416.7489863585922,625.8086820740388,2.0
224.79486661123036,374.34427446463803,513.1746064400587,1.0
19.358224203474865,67.6062930968795,317.5493941051077,2.0
230.46193771230432,318.9093453319287,381.8964186338147,1.0
171.51317668973485,381.02038929892433,453.65728737034465,1.0
31.49735719964745,198.40930397782233,408.2547911912054,4.0
164.15968640724083,368.37154168626546,484.94762641056104,4.0
62.594903102476316,212.85158032255137,293.171170770466,1.0
132.34746016396278,337.9606280414345,573.4412844594908,4.0
221.42338181856155,405.3224552953906,585.5585742379354,2.0
135.57194543272496,168.208883763831,306.0824037507074,1.0
22.243537671597636,200.5508330058706,348.29666810604897,4.0
51.863185251786135,80.78227354106924,316.16498226619893,3.0
57.55933987027437,82.10134779522853,152.26949721686972,3.0
35.515787733710226,259.63997131757844,331.4065993903547,1.0
75.90914015814687,182.5134280637741,194.99371554114023,2.0
130.83338569506628,363.33595311976194,517.4486722397386,3.0
9.720037768982666,21.14685881961833,170.6899037208116,2.0
193.241253339415,385.1377764574682,585.757089834412,1.0
22.263823280622862,246.99976642604207,442.8668826295274,3.0
71.0294120719307,260.5628580898299,501.6933689354696,2.0
27.121858815269707,81.99363608743026,253.67355987267013,1.0
248.9127338308599,340.75717869991604,371.8278951469862,4.0
58.446662757979446,210.05129209011557,260.8465549390389,1.0
39.80216401598072,268.2486811227179,472.9086611818937,2.0
88.82975195509027,101.46471151166118,313.2656279684316,2.0
58.139953487140325,231.01781145657296,359.86220737979994,3.0
185.41758140067637,222.66135361214256,330.8770768714073,2.0
90.40682302987477,297.0640851461072,530.4703241008522,1.0
203.82529283662106,422.5530890771576,608.7106322770722,4.0
53.97183905762715,165.23813874496892,238.08688757919057,3.0
102.21524609372555,254.98859040956,388.74219224670514,2.0
30.29411336507693,111.69554039331994,222.87974542367488,3.0
37.01185648634968,274.10952162347945,444.031427380284,4.0
114.26696764725907,180.7140446631501,284.633023136385,4.0
94.57481082080582,274.73838087441635,347.741091623398,3.0
28.101555446698807,152.43197957382873,200.83301590865207,3.0
187.876509346835,433.77858319406425,590.9225603663589,1.0
208.29911843886075,408.77359702523023,454.06946659378934,1.0
83.6825688090745,295.1995291450399,387.41247551400926,2.0
6.290415614610355,239.11359326677376,338.40586715374724,1.0
153.23037658725076,162.96709731401734,400.2870638119207,1.0
76.42334359299318,264.743179907272,345.7269420921765,3.0
168.02478147140283,248.3596265575048,398.5438344492865,2.0
37.946652478357706,155.69339140765848,249.61323119090397,1.0
36.55839306291741,270.931273877427,437.28588108900624,3.0
18.9486199554313,101.20742838378084,167.46247166658583,3.0
183.22194351182776,216.6573307348864,239.32202708538745,2.0
32.86638137642634,134.13471180238426,163.39995364589154,3.0
13.253992050656842,191.53674287842514,344.2672890115372,2.0
228.12575917696626,376.18814246477865,414.4162785510398,3.0
235.52836042301146,361.30695943222514,486.9694676569746,4.0
36.92992539367434,276.0350214905401,443.894825159559,4.0
156.1824042280073,240.42392359497694,371.7021420687903,1.0
124.85227388028368,138.042958733588,350.7604621895935,4.0
33.43666489875959,241.4368071637294,473.30753684375054,1.0
140.0270861049341,389.8518364726234,415.92662425083705,3.0
121.98509822318492,325.64182686980575,418.92497518117506,2.0
140.37757205991576,168.09151176133645,394.46383332096036,3.0
30.250025960274638,153.65002047910724,194.3821952455956,2.0
43.037417092066846,116.60396245072917,194.57609254171524,4.0
49.676582119244735,261.10503274114814,355.392076501056,4.0
12.490042243976898,183.00879355157187,351.0301351912096,3.0
214.65800545972752,306.2197308102092,453.6492368567136,4.0
124.05792562304211,165.07369119526828,380.7256135193009,3.0
232.089244170894,345.1825616251937,382.76652719078515,2.0
224.37720569587137,371.98970798535447,610.4368823176826,1.0
95.03778796405875,249.7075243781655,289.98606332637115,1.0
69.56918238509931,95.34665854024244,183.87966128248854,1.0
32.743947378879376,207.74691531829322,285.9470287491908,3.0
81.12728263576024,219.65563332479425,440.6630979185951,3.0
13.075932236070908,22.29306790074746,196.49421636434465,3.0
114.16741112799589,274.51831726704467,450.4556808503277,3.0
184.67749350234652,370.684228663465,402.48307028584,3.0
198.6474555706665,337.4912938936815,346.41948975682516,4.0
9.763654901193023,137.1964335029521,286.57512816954704,2.0
230.048344487863,357.65909583217564,514.0301512012196,3.0
9.50262704842416,165.46460620748164,278.54473362409107,4.0
214.4387538986093,274.3272383286877,408.9164490224049,2.0
226.72384479025774,464.2349143388069,517.0697879422565,2.0
126.9269826098392,246.22807188564462,258.26760852024364,3.0
41.15607713682893,130.7242588463058,298.4976062767589,3.0
5.3489395169760545,188.19482492899488,204.11350217414497,4.0
166.75432772859392,322.62136989591056,345.637393161325,4.0
140.8127843603967,234.5008674724764,297.72897066099836,2.0
100.42884308622108,172.96644128885598,277.1693682577941,1.0
132.25356199426926,341.10627817075806,425.38678567809745,3.0
35.65368740232955,237.1703415211497,269.46987828606467,4.0
64.77896700121707,223.107388236321,463.8342467153246,1.0
157.08465388756247,376.3941942760397,626.2729788103949,2.0
113.32672054576274,174.40731616190146,180.47562021593217,4.0
238.19291083973695,347.5751522469756,393.9009459237381,4.0
92.53142045816391,99.75879981353658,197.85504264307016,4.0
213.41364267223065,288.69485218813054,327.1189575098307,3.0
136.68443892589664,188.25106723729874,325.6347836828876,1.0
197.8645524552129,364.5911356568743,597.8890448715787,2.0
154.34168788417534,168.22804901525456,182.43065669797198,3.0
28.530573967247204,177.54970417407978,284.07108712706776,3.0
136.26086303477243,335.09200887494853,533.1993464187419,1.0
182.78526225967695,336.6895710600453,471.1147215790158,3.0
161.7172852114413,257.9468335804768,301.9530909565275,1.0
121.73670969160514,266.07425621711286,436.1554054569817,3.0
198.2987501021361,363.141324924676,429.8392155778042,1.0
177.12877084521742,267.9665227942149,428.7705338879614,3.0
138.4358756085778,327.8192085384485,339.41200838743333,1.0
150.63012488413645,326.43309256649917,446.33437336893076,2.0
50.27736329818003,75.53286147614483,285.36697121288097,2.0
239.30184850085604,385.4377343834558,446.221723360709,3.0
221.46902864630093,426.92583173907053,447.85409004694804,1.0
175.2814166121011,383.54182631718106,570.8047372866938,2.0
133.289165203803,260.21173557732646,442.95083875386575,1.0
105.23293463747686,292.13151217214033,395.023164226869,3.0
107.68429704072399,267.84464291342795,367.60330869469504,1.0
120.52578818784333,317.4566470089161,408.30155454249723,2.0
10.872381860312295,192.307107153895,209.57035037144092,1.0
248.09299498315787,413.39542754122675,513.6899863434443,2.0
103.28944058869915,190.19541068930664,389.35246791398356,4.0
215.60872386205318,454.7671996773464,589.3888684671413,4.0
89.02963266717357,143.47392469725858,326.3105144066618,3.0
23.17254041545474,211.30760356603727,347.07718769437395,3.0
240.71356403930707,406.6167169515753,644.9774966970408,2.0
9.141512557322791,104.84663039888474,330.8537010221269,2.0
73.58457195949184,305.07408867603993,422.987654953039,1.0
69.86739815884002,297.50379020752206,334.92679206721186,1.0
90.38325613853495,133.4270256069084,225.99710077097956,1.0
81.44314076766473,236.92115668445345,465.62181693385855,2.0
187.18384863819193,233.97334750350586,334.5735414838211,2.0
135.0892765567357,195.6108994441464,339.61300957797806,1.0
136.52362862904795,258.16645815127293,347.36804484728594,1.0
160.49586326972982,265.80489020908544,419.160600888641,2.0
171.56193395980046,396.6866821018286,622.7359816160558,4.0
225.86816476586336,348.7080495575203,576.3202528128061,1.0
78.60190104617739,135.0165816251343,209.66082176208437,2.0
45.85483933967477,182.55827399834448,275.1883111544048,4.0
158.24524234335954,270.8704042181558,505.9183919052177,4.0
116.99357446663005,351.84716481966143,442.7655918438933,3.0
61.039705792726544,164.12556458748122,366.5574891934224,1.0
136.98329358316482,187.9123132075156,268.5959746757767,1.0
30.539537696164725,65.1131594365202,125.8862375006432,4.0
63.77212065176836,236.98686307122438,393.5041898486597,1.0
184.74749852242323,423.63900193484943,609.806059177568,4.0
89.82850372719861,140.7952584688827,292.1635373754218,4.0
155.24279630618534,291.4854477640432,497.22993598509356,3.0
55.56165651903041,227.01069117187183,473.6214469093325,2.0
11.415399750471046,114.93424253205335,351.0464537085463,1.0
248.8299620611098,302.7759530566697,410.63848505550254,1.0
69.10076335131882,308.5515982751952,494.3319699010857,1.0
101.81775368925669,273.13808306340974,346.73261746152264,1.0
160.93471426519085,321.1131293706374,497.2424051685066,2.0
127.5567918441878,201.9029584216197,240.09519735732977,3.0
233.1421991375351,452.49798351791316,529.5730977168778,4.0
70.0501198209295,184.08218759469284,315.98033395473647,4.0
120.87896579127666,138.80853929820185,331.2233933351366,4.0
59.12783071674355,127.53263118946509,239.4557884216298,1.0
79.40348804752703,86.91976494445154,286.5179686589986,2.0
149.51536417589622,296.5834186873724,436.3326903100537,3.0
234.65874541060123,473.64961896701675,624.9603770565272,4.0
19.62539311880359,175.89519249023635,290.08240739147584,3.0
240.21456242308773,398.3102825865316,563.9837335365407,4.0
54.01626173456731,184.88656511092177,278.1710599214548,3.0
101.33013960461597,216.1058342458267,290.04674468891864,4.0
54.09187838450631,124.55287611491346,254.20758472523133,2.0
38.57848458926045,225.0868282780441,386.01840170043494,1.0
200.0251758954667,209.25328906224985,258.7096566648074,3.0
61.863572370673175,112.3644303561036,180.97801156999964,2.0
80.18132997785963,150.88816410245732,236.3920364345199,3.0
101.18357443557262,292.7601344157188,383.09279097288436,2.0
194.50182001346496,253.51018924383825,312.47912231619443,1.0
55.92704152338337,259.0711629354752,439.7797472750269,2.0
37.38145969935519,219.2272577327598,425.9115490924334,4.0
114.61090634719267,198.46053396807486,209.38024228522468,1.0
202.67666848243096,415.59990940076756,600.2203379974807,4.0
118.45751741039739,225.3871990441487,242.067017937702,1.0
189.14240907377658,352.27801275826187,448.27105701075624,3.0
243.28444700585962,386.31619898406115,431.6109944035319,1.0
160.24956001361264,348.5990118848164,363.84565293075866,4.0
29.093481434731967,96.87154369962913,286.50645089012187,4.0
84.45713170263248,253.2497702365716,315.5747704751637,4.0
180.17659840794937,296.1986619900135,364.96011918955344,2.0
119.02023328573782,222.71027062820568,381.9491911928927,4.0
198.3381312079816,307.26590050008406,427.8233592972037,4.0
85.16436206679943,315.93646052794725,391.60824218762974,2.0
237.96587020398303,326.6424762981218,398.18493734350153,1.0
241.37485135737236,364.16156302084073,583.2231096582572,1.0
24.194500797436863,138.69813673640812,354.91506729299084,2.0
17.934905642278093,167.30813162868807,386.95940939947616,1.0
122.28128546375822,165.3122417446208,273.2796113195127,4.0
144.9493864310133,275.8425491615762,383.3811651252877,3.0
137.05694903350732,206.5873817290662,372.90307735466195,3.0
42.70325945531485,183.0438709848321,238.92864389523862,3.0
108.63230870746987,259.18448836715226,365.66283107192976,3.0
152.50142670352358,268.8927144695438,353.5795310820177,1.0
209.23042121517238,287.92337308096893,334.4386771470565,4.0
108.16623327657216,307.46466750697135,501.6942600803271,1.0
151.47307469722392,213.63572295829624,451.8202173339551,1.0
20.5267351770406,179.22930834699545,416.83835551554455,1.0
42.23797630918996,190.53369160826907,406.1018257025559,1.0
178.54152735216786,231.7595526386409,280.3309984218732,2.0
108.33865782916152,179.95763849203883,285.3630282056347,2.0
148.85526570376695,237.64091290197976,343.7018954646555,4.0
58.848270154940806,214.4914422386635,278.0945803506966,3.0
99.22960236150725,317.3989822478108,368.35108690801604,2.0
164.27656117296465,312.9654196808695,426.3804083489721,4.0
246.67103033125395,476.4182726943822,565.2443972293413,2.0
245.37766213370196,463.0906852919674,648.0319747818364,3.0
70.01248030205275,303.045812187207,483.1657090399621,3.0
209.90774680145708,220.00724302791969,257.99846242853886,2.0
59.12921661974692,187.51056340379674,433.5868928050977,4.0
128.9784970069858,339.4120555294653,386.66469125869395,3.0
94.31891227705225,236.074116600362,423.7083975744936,3.0
183.25581597947487,213.5959695544307,234.64684147524522,2.0
221.96936035473334,341.1208567607121,371.677046573482,3.0
184.91884221894267,376.9842627400147,462.67516601761713,4.0
113.42298537708658,208.20579896236794,260.3596119145953,1.0
47.561626170918856,158.85957879744984,179.2246906108831,4.0
11.312686183217641,156.9351220284484,276.48513583708683,2.0
124.85044079526082,165.37771396757054,368.7785525558197,4.0
25.931652569230263,179.94030417974955,394.4466636210124,3.0
236.49613437495464,271.4157640046591,490.32834500897303,3.0
36.385384131089666,274.1551401547878,353.0731617449845,4.0
227.9007639453632,366.5393005170079,602.9099926986736,2.0
51.108012984102075,183.76231811316651,324.910848816373,4.0
49.2891751035932,211.47675860741666,329.43509970989743,1.0
119.27859748818261,266.3131385702483,426.0464774087217,2.0
130.38032577389677,197.29967840003678,395.2086680735022,4.0
64.33290707188911,89.40262374956637,279.38661674089633,2.0
15.521140167890273,224.78408724161002,416.9938678535276,1.0
62.81802452962329,141.07859962369952,184.4401967239656,3.0
141.14470424976486,176.60052740804346,194.04802605787214,2.0
5.337352481750214,88.30778595991232,127.43498453157024,3.0
139.76305453938335,365.5971511910469,608.9081806471628,2.0
123.09983817537683,152.29694944529118,375.19146328353224,1.0
116.9158310130854,177.14998901948175,338.231244823801,4.0
144.0696117503995,150.8836367855479,171.9820011976766,4.0
212.14036408628098,406.4614770204086,506.0393464550598,1.0
146.54851247130568,209.46389565541477,402.6664244137205,4.0
135.2275530616502,378.1521060742136,517.2085466275006,1.0
196.72162175975024,399.99486894192523,591.1952050803949,4.0
69.53392510437848,221.62833409833698,428.51742351839545,2.0
227.28479972924512,240.11725270428732,452.28247331208917,3.0
54.90800654878628,67.10191528899145,166.9098354362423,1.0
115.4419454496011,205.4281281194516,429.208765311973,1.0
105.02695174888298,118.12859593688815,147.69487131495737,1.0
9.329089827140617,142.3364542077365,195.24318713848257,3.0
154.13377373529931,368.6793258115677,539.2356447118333,1.0
83.63245956386622,288.01311889782,447.7175925615987,2.0
37.14897497463083,77.10157532872897,263.9255945201229,2.0
89.71530214895293,158.91123637834158,269.5653655006892,2.0
196.2555464119572,217.02339420347698,380.0943432053049,2.0
215.3755357101551,288.49416792289014,384.4834567555609,4.0
221.88226071751168,292.6778704918096,464.65334770060986,2.0
186.33058272471132,373.50994723021637,586.4016031574597,3.0
216.53152600219542,446.50463468342355,457.5075938549237,2.0
15.416480929507449,96.71703369156579,267.5617110545541,4.0
35.13210971606405,284.3843553325055,425.5386248109096,4.0
226.569609330981,322.4038978884009,340.2439842354016,3.0
229.39052175079786,401.3673256377654,580.3403798163124,1.0
130.22544860794937,359.61439118188497,374.64742973397694,4.0
137.26862388349264,358.82186569437243,458.98232236838277,1.0
198.08981512033327,273.97956585877836,465.74163985761265,2.0
123.64819667402924,262.4965486367913,309.73588232154094,2.0
41.95676527327491,104.0597617793484,300.1372482025757,1.0
118.54190378651913,214.01459338491924,321.5548457038074,2.0
245.63239349893706,433.09032564152903,482.700373782822,4.0
164.03682873119587,265.9621588515165,364.7562224428531,1.0
118.70152838700041,342.16473014746236,555.0704090968488,2.0
205.0053285424124,422.55390485777014,452.4908129866282,4.0
160.7858796110911,167.82802323144767,411.00484039354376,3.0
206.41507372326348,374.15352019555877,447.1607942384618,2.0
195.46845472150324,307.6483052514392,376.92166433179585,1.0
129.77329197749015,186.46203136364983,222.1781758602963,1.0
76.41086810396371,243.01792244474547,265.59151342207315,4.0
17.980615109208014,262.9487919009874,492.9843556807445,4.0
142.50966074494067,185.6362028041027,432.4122722858055,2.0
64.05836600714899,106.17064549172056,136.2201109728109,3.0
82.26998467707625,282.4761014827297,438.73419442604046,4.0
177.8355231475226,364.4995033528212,547.7746383514647,4.0
83.55261921143858,135.64995378304272,193.6134654248787,1.0
195.74309369890616,371.32142497577723,472.41910087552117,2.0
218.883147557551,267.13875957859733,362.97201974172697,1.0
169.6608802587387,210.75457090765812,375.29307779680437,3.0
59.466257210122706,195.28375111220083,271.96080176256515,3.0
139.31385350681705,152.66452858953463,225.17061148293277,3.0
206.82002577700854,451.2556327302239,478.2350185065377,4.0
145.25169346911974,260.12795979269333,374.4901060445503,2.0
24.37703243724705,254.0683460166072,411.0171772367438,2.0
225.0898213363372,398.796995300854,560.4310537795449,1.0
55.7007363992103,129.56809134419854,246.231494850877,2.0
90.31852133197857,238.29165020815677,383.97492146503157,4.0
89.89145376243717,218.68280661249636,338.023096289185,2.0
69.59910152779538,316.49353433220006,508.89496146161855,4.0
236.54403952978373,436.49846843351247,567.6385986863598,2.0
217.05798772142833,290.5243361904554,401.8696755371665,2.0
15.801029925860487,51.95336044092982,184.514003179539,2.0
7.615584210070294,109.03476761544731,300.91671074121666,4.0
38.00911848866058,139.2334587901007,210.17921751466537,4.0
193.52087453801923,427.1938991042494,454.443272703237,4.0
162.96401881152983,326.2472819150247,499.13390382647145,3.0
237.86287154142366,247.96613744208892,484.2191020861428,3.0
244.47489210464724,387.93402675233096,524.3111896869148,2.0
124.12921764439339,331.7436337012679,387.22422448493825,1.0
218.3113106670345,260.7300348565711,286.27113333003143,3.0
23.694913992730093,202.73689952831418,335.68105837206247,1.0
104.27106186941734,132.3476269646735,379.158324820208,3.0
28.785960077842045,203.97306377741467,327.03415484700423,1.0
31.671683817861805,241.7568616714096,374.20612992118373,4.0
98.58357311253317,182.0917519089823,368.5849990142048,3.0
6.113194606111374,68.05990565713384,79.14934253236184,1.0
137.51524419041394,179.8495852054071,303.17498342388313,4.0
244.42188565095364,372.8505437421938,407.59490154135307,3.0
233.09825253847626,331.4691773063622,392.01243640221224,3.0
60.43152186233013,141.11827492441031,291.48540216059115,2.0
236.32830353470527,350.14962220781644,448.6331450782153,2.0
187.71953945086224,303.88581563530505,380.4661435157668,1.0
81.34702956471524,206.56339950553917,213.28767540218163,4.0
63.75363954176651,152.14272890145713,167.31378029312896,2.0
51.91354925706935,140.71839034560662,241.15272711405765,1.0
160.4621524362331,280.386632040526,299.9127930560794,4.0
168.9531275886052,280.3741436352054,421.0183329717642,3.0
223.1670825362391,304.6639764910405,431.80279673775726,4.0
77.12701570579047,247.40413086358654,365.96103142082137,2.0
151.54902108031692,285.95285033306334,434.2515748378155,4.0
80.08053139996339,161.93315991198045,216.03846529307165,3.0
107.07037770537009,128.64690368467328,231.25754019684345,4.0
212.59927771302497,228.41515493959952,343.80112022318605,4.0
183.52759568438458,224.47393827533486,280.85752312845074,3.0
170.9168195159769,342.72769902372823,358.05856708018723,1.0
110.03914812780306,317.5195145137962,527.7098162790056,2.0
177.63557904520533,303.2075693933817,477.46102737707974,2.0
10.274005210053486,133.0408713395813,151.8297820801502,1.0
113.9036735318381,212.15049455854017,303.71355537515717,3.0
72.96825369328772,150.63390701403168,201.8514710620548,4.0
208.7326413312396,268.05430756426915,496.29531417599065,4.0
121.58572084725348,359.6830818383689,503.9646165158726,3.0
192.33841968186775,269.3113117119542,425.3682267263399,4.0
161.78637976586938,266.45978539517085,348.94918693417964,3.0
138.51926692697094,364.0530022266105,602.0369754661975,4.0
189.47454585211716,209.2062875180158,215.32998605991975,1.0
47.34035281985708,119.06911025605176,337.4885277502109,2.0
